Run,Slug,Run flag,Run type,Prompt Plots Exist,Prompt JAPAN Exists,Prompt Summary Exists,Prompt BCM Exists,Prompt Ratecheck Exists,Prompt Postpan ROOT Exists,Prompt Postpan Overload ROOT Exists,Prompt Postpan Summary Exists,Agg ROOT File Exists,BMOD Cycle Check Exists,BMOD Cycles Plots Exists,BMOD Sens csv Exists,BMOD AD Plots Exists,BMOD Slopes Exists
6942,154,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6943,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6944,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6945,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6946,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6947,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6948,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6949,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6950,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6951,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6953,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6954,155,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6955,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6956,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6959,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6960,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6961,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6962,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6963,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6964,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6965,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6966,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6967,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6968,156,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6969,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6970,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6971,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6972,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6973,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6974,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6975,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6976,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6977,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6978,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6980,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6981,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6982,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6983,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6987,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
6988,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6989,157,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6991,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6992,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6994,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6995,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6996,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6997,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6998,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6999,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7000,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7001,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7002,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7003,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7004,158,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7005,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7006,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7007,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7008,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7009,159,Good,Calibration,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7010,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7011,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7012,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7013,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7014,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7015,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7016,159,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7017,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7018,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7019,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7020,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7021,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7022,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7023,160,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7024,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7025,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7026,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7040,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7041,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7044,160,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7045,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7046,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7047,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7048,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7058,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7059,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7060,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7061,161,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7062,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7063,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7064,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7065,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7066,161,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7067,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7068,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7069,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7070,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7071,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7072,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7073,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7074,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7075,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7076,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7077,162,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7079,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7080,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7081,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7082,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7083,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7086,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7087,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7088,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7089,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7090,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7091,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7092,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7093,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7094,163,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7095,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7096,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7097,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7098,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7099,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7100,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7106,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7107,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7108,164,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7110,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7113,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7114,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7115,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
7118,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7119,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7120,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7121,165,Good,Calibration,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7122,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,0,1,0
7127,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7128,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7129,165,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7130,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7131,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7139,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7140,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7141,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7142,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7143,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7144,166,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7145,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7146,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7147,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7148,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7149,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7150,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7151,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7152,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7153,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7154,167,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7155,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7156,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7157,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7158,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7159,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7160,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7161,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7162,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7163,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7165,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7166,168,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7167,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7168,168,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7169,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7170,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7171,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7172,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7173,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7174,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7175,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7176,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7180,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7181,169,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7183,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7184,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7185,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7186,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7187,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7188,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7189,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7190,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7191,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7192,170,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7193,170,Good,Production,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7195,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7196,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7207,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7208,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7209,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7210,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7211,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7212,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7213,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7214,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7215,171,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7216,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7226,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7227,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7228,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7229,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7230,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7232,172,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7235,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7236,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7237,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7238,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7239,172,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7241,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7242,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7243,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7244,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7245,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7246,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7247,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7248,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7249,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7251,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7252,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7253,173,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7255,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7256,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7257,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7258,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7259,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7260,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7261,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7262,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7263,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7264,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7265,174,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7266,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7267,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7268,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7279,175,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7282,175,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7283,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7284,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7285,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7286,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7287,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7288,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7289,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7291,175,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7292,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7293,175,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7294,175,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7295,176,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7296,176,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7297,176,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7304,176,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7305,176,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7306,176,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7307,176,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7310,176,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7311,176,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7312,176,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7313,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7314,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7315,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7316,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7317,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7318,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7319,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7320,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7321,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7322,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7323,177,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7324,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7325,178,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,0,1,0
7326,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7328,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7329,178,NeedCut,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7330,178,Good,Calibration,1,1,1,1,1,1,1,1,1,1,1,0,1,0
7331,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7332,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7333,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7336,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7337,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7338,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7339,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7340,178,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7341,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7342,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7343,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7344,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7345,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7346,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7347,179,Suspicious,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7348,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7349,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7350,179,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7351,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7352,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7353,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7354,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7355,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7356,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7357,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7358,180,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7359,180,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7360,180,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7361,180,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7362,180,Good,Parityscan,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7363,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7364,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7365,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7368,180,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7369,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7370,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7371,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7372,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7373,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7374,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7375,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7376,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7377,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7378,181,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7379,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7391,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7392,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7393,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7394,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7395,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7396,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7397,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7398,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7399,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7401,182,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7402,183,NeedCut,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7403,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7404,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7405,183,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7406,183,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7407,183,Good,Calibration,1,1,1,1,1,1,1,1,1,1,0,0,1,0
7408,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7409,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7413,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7414,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7415,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7416,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7417,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7418,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7419,183,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7423,184,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7424,184,Good,Production,1,1,1,1,1,1,1,1,1,1,1,1,1,1
